,country,target_date,target
0,Finland,2021-05-24,0.0
1,Iraq,2021-05-24,231.0
2,Czechia,2021-05-24,133.0
3,Mauritius,2021-05-24,0.0
4,Austria,2021-05-24,49.0
5,Holy See,2021-05-24,0.0
6,Germany,2021-05-24,1176.0
7,Kosovo,2021-05-24,0.0
8,Serbia,2021-05-24,98.0
9,"Korea, South",2021-05-24,28.0
10,Papua New Guinea,2021-05-24,0.0
11,Cote d'Ivoire,2021-05-24,0.0
12,Indonesia,2021-05-24,1204.0
13,Namibia,2021-05-24,42.0
14,Sri Lanka,2021-05-24,238.0
15,Grenada,2021-05-24,0.0
16,Syria,2021-05-24,35.0
17,Slovakia,2021-05-24,56.0
18,Jamaica,2021-05-24,56.0
19,Qatar,2021-05-24,14.0
20,Trinidad and Tobago,2021-05-24,98.0
21,Chad,2021-05-24,0.0
22,Colombia,2021-05-24,3402.0
23,Madagascar,2021-05-24,42.0
24,Israel,2021-05-24,14.0
25,New Zealand,2021-05-24,0.0
26,Niger,2021-05-24,0.0
27,Switzerland,2021-05-24,28.0
28,Togo,2021-05-24,0.0
29,Vietnam,2021-05-24,7.0
30,Seychelles,2021-05-24,0.0
31,Gambia,2021-05-24,0.0
32,Mongolia,2021-05-24,35.0
33,Burma,2021-05-24,0.0
34,Gabon,2021-05-24,0.0
35,Andorra,2021-05-24,0.0
36,Saint Lucia,2021-05-24,0.0
37,Lebanon,2021-05-24,49.0
38,Lithuania,2021-05-24,84.0
39,Saint Vincent and the Grenadines,2021-05-24,0.0
40,Senegal,2021-05-24,7.0
41,Ghana,2021-05-24,0.0
42,Nepal,2021-05-24,1330.0
43,Kazakhstan,2021-05-24,21.0
44,Pakistan,2021-05-24,616.0
45,Liberia,2021-05-24,0.0
46,Solomon Islands,2021-05-24,0.0
47,Bulgaria,2021-05-24,189.0
48,Micronesia,2021-05-24,0.0
49,Jordan,2021-05-24,0.0
50,Mexico,2021-05-24,1232.0
51,Mauritania,2021-05-24,0.0
52,Timor-Leste,2021-05-24,0.0
53,Angola,2021-05-24,56.0
54,Uganda,2021-05-24,7.0
55,Turkey,2021-05-24,1449.0
56,Mali,2021-05-24,0.0
57,Guatemala,2021-05-24,133.0
58,North Macedonia,2021-05-24,112.0
59,Uruguay,2021-05-24,399.0
60,Luxembourg,2021-05-24,0.0
61,Kyrgyzstan,2021-05-24,49.0
62,Albania,2021-05-24,7.0
63,Nigeria,2021-05-24,0.0
