,country,target_date,target
0,Finland,2021-01-22,0.0
1,Iraq,2021-01-22,63.0
2,Czechia,2021-01-22,1099.0
3,Mauritius,2021-01-22,0.0
4,Austria,2021-01-22,294.0
5,Holy See,2021-01-22,0.0
6,Germany,2021-01-22,5859.0
7,Kosovo,2021-01-22,63.0
8,Serbia,2021-01-22,140.0
9,"Korea, South",2021-01-22,105.0
10,Papua New Guinea,2021-01-22,0.0
11,Cote d'Ivoire,2021-01-22,0.0
12,Indonesia,2021-01-22,1981.0
13,Namibia,2021-01-22,35.0
14,Sri Lanka,2021-01-22,14.0
15,Grenada,2021-01-22,0.0
16,Syria,2021-01-22,56.0
17,Slovakia,2021-01-22,448.0
18,Jamaica,2021-01-22,7.0
19,Qatar,2021-01-22,0.0
20,Trinidad and Tobago,2021-01-22,0.0
21,Chad,2021-01-22,0.0
22,Colombia,2021-01-22,2730.0
23,Madagascar,2021-01-22,0.0
24,Israel,2021-01-22,322.0
25,New Zealand,2021-01-22,0.0
26,Niger,2021-01-22,7.0
27,Switzerland,2021-01-22,441.0
28,Togo,2021-01-22,0.0
29,Vietnam,2021-01-22,0.0
30,Seychelles,2021-01-22,0.0
31,Gambia,2021-01-22,0.0
32,Mongolia,2021-01-22,0.0
33,Burma,2021-01-22,112.0
34,Gabon,2021-01-22,0.0
35,Andorra,2021-01-22,0.0
36,Saint Lucia,2021-01-22,0.0
37,Lebanon,2021-01-22,399.0
38,Lithuania,2021-01-22,217.0
39,Saint Vincent and the Grenadines,2021-01-22,0.0
40,Senegal,2021-01-22,63.0
41,Ghana,2021-01-22,21.0
42,Nepal,2021-01-22,42.0
43,Kazakhstan,2021-01-22,14.0
44,Pakistan,2021-01-22,329.0
45,Liberia,2021-01-22,0.0
46,Solomon Islands,2021-01-22,0.0
47,Bulgaria,2021-01-22,343.0
48,Jordan,2021-01-22,77.0
49,Mexico,2021-01-22,10080.0
50,Mauritania,2021-01-22,14.0
51,Timor-Leste,2021-01-22,0.0
52,Angola,2021-01-22,21.0
53,Uganda,2021-01-22,0.0
54,Turkey,2021-01-22,1148.0
55,Mali,2021-01-22,7.0
56,Guatemala,2021-01-22,238.0
57,North Macedonia,2021-01-22,91.0
58,Uruguay,2021-01-22,77.0
59,Luxembourg,2021-01-22,0.0
60,Kyrgyzstan,2021-01-22,14.0
61,Albania,2021-01-22,35.0
62,Nigeria,2021-01-22,98.0
63,Zambia,2021-01-22,84.0
64,Venezuela,2021-01-22,42.0
65,Iran,2021-01-22,602.0
66,Brazil,2021-01-22,7672.0
67,Bhutan,2021-01-22,0.0
68,Saudi Arabia,2021-01-22,35.0
69,Fiji,2021-01-22,0.0
70,United Arab Emirates,2021-01-22,42.0
71,Central African Republic,2021-01-22,0.0
72,Laos,2021-01-22,0.0
73,Belize,2021-01-22,7.0
74,Estonia,2021-01-22,35.0
75,Singapore,2021-01-22,0.0
76,Bahamas,2021-01-22,0.0
77,Bolivia,2021-01-22,294.0
78,Costa Rica,2021-01-22,98.0
79,Poland,2021-01-22,2429.0
80,Chile,2021-01-22,462.0
81,India,2021-01-22,1064.0
82,Kuwait,2021-01-22,7.0
83,Guinea-Bissau,2021-01-22,0.0
84,Azerbaijan,2021-01-22,77.0
85,US,2021-01-22,23464.0
86,Latvia,2021-01-22,140.0
87,Djibouti,2021-01-22,0.0
88,Sao Tome and Principe,2021-01-22,0.0
89,Norway,2021-01-22,7.0
90,Hungary,2021-01-22,665.0
91,West Bank and Gaza,2021-01-22,84.0
92,Yemen,2021-01-22,0.0
93,Morocco,2021-01-22,224.0
94,Belgium,2021-01-22,308.0
95,Dominica,2021-01-22,0.0
96,Bosnia and Herzegovina,2021-01-22,105.0
97,Somalia,2021-01-22,0.0
98,Nicaragua,2021-01-22,0.0
99,Rwanda,2021-01-22,21.0
100,Argentina,2021-01-22,1050.0
101,Armenia,2021-01-22,63.0
102,Cameroon,2021-01-22,0.0
103,Guinea,2021-01-22,0.0
104,Eritrea,2021-01-22,0.0
105,Moldova,2021-01-22,119.0
106,Oman,2021-01-22,7.0
107,Barbados,2021-01-22,0.0
108,Russia,2021-01-22,4011.0
109,Congo (Kinshasa),2021-01-22,21.0
110,Burundi,2021-01-22,0.0
111,France,2021-01-22,2429.0
112,Belarus,2021-01-22,63.0
113,South Sudan,2021-01-22,0.0
114,Denmark,2021-01-22,224.0
115,Uzbekistan,2021-01-22,0.0
116,Liechtenstein,2021-01-22,0.0
117,Italy,2021-01-22,3325.0
118,Montenegro,2021-01-22,21.0
119,Malta,2021-01-22,14.0
120,Ethiopia,2021-01-22,28.0
121,Canada,2021-01-22,889.0
122,Malawi,2021-01-22,105.0
123,Croatia,2021-01-22,203.0
124,Vanuatu,2021-01-22,0.0
125,Tunisia,2021-01-22,539.0
126,Greece,2021-01-22,189.0
127,Marshall Islands,2021-01-22,0.0
128,Ukraine,2021-01-22,1239.0
129,Brunei,2021-01-22,0.0
130,Sierra Leone,2021-01-22,0.0
131,Philippines,2021-01-22,140.0
132,Peru,2021-01-22,0.0
133,Romania,2021-01-22,483.0
134,Samoa,2021-01-22,0.0
135,Portugal,2021-01-22,1526.0
136,Eswatini,2021-01-22,119.0
137,Cabo Verde,2021-01-22,7.0
138,Malaysia,2021-01-22,77.0
139,Equatorial Guinea,2021-01-22,0.0
140,Botswana,2021-01-22,0.0
141,Bangladesh,2021-01-22,112.0
142,Lesotho,2021-01-22,7.0
143,Japan,2021-01-22,651.0
144,Sweden,2021-01-22,0.0
145,Taiwan*,2021-01-22,0.0
146,Thailand,2021-01-22,0.0
147,San Marino,2021-01-22,0.0
148,Maldives,2021-01-22,0.0
149,Tanzania,2021-01-22,0.0
150,Libya,2021-01-22,98.0
151,Paraguay,2021-01-22,105.0
152,Cyprus,2021-01-22,7.0
153,Slovenia,2021-01-22,182.0
154,Antigua and Barbuda,2021-01-22,0.0
155,Mozambique,2021-01-22,56.0
156,China,2021-01-22,7.0
157,Saint Kitts and Nevis,2021-01-22,0.0
158,Benin,2021-01-22,0.0
159,Zimbabwe,2021-01-22,315.0
160,Netherlands,2021-01-22,623.0
