,country,target_date,target
0,Finland,2021-04-26,14.0
1,Iraq,2021-04-26,280.0
2,Czechia,2021-04-26,497.0
3,Mauritius,2021-04-26,0.0
4,Austria,2021-04-26,203.0
5,Holy See,2021-04-26,0.0
6,Germany,2021-04-26,1855.0
7,Kosovo,2021-04-26,0.0
8,Serbia,2021-04-26,224.0
9,"Korea, South",2021-04-26,21.0
10,Papua New Guinea,2021-04-26,0.0
11,Cote d'Ivoire,2021-04-26,7.0
12,Indonesia,2021-04-26,1218.0
13,Namibia,2021-04-26,21.0
14,Sri Lanka,2021-04-26,28.0
15,Grenada,2021-04-26,0.0
16,Syria,2021-04-26,91.0
17,Slovakia,2021-04-26,371.0
18,Jamaica,2021-04-26,28.0
19,Qatar,2021-04-26,49.0
20,Trinidad and Tobago,2021-04-26,0.0
21,Chad,2021-04-26,0.0
22,Colombia,2021-04-26,3010.0
23,Madagascar,2021-04-26,42.0
24,Israel,2021-04-26,7.0
25,New Zealand,2021-04-26,0.0
26,Niger,2021-04-26,0.0
27,Switzerland,2021-04-26,76.78972224698191
28,Togo,2021-04-26,0.0
29,Vietnam,2021-04-26,0.0
30,Seychelles,2021-04-26,0.0
31,Gambia,2021-04-26,0.0
32,Mongolia,2021-04-26,28.0
33,Burma,2021-04-26,0.0
34,Gabon,2021-04-26,0.0
35,Andorra,2021-04-26,0.0
36,Saint Lucia,2021-04-26,0.0
37,Lebanon,2021-04-26,210.0
38,Lithuania,2021-04-26,105.0
39,Saint Vincent and the Grenadines,2021-04-26,0.0
40,Senegal,2021-04-26,14.0
41,Ghana,2021-04-26,0.0
42,Nepal,2021-04-26,77.0
43,Kazakhstan,2021-04-26,28.0
44,Pakistan,2021-04-26,1008.0
45,Liberia,2021-04-26,0.0
46,Solomon Islands,2021-04-26,0.0
47,Bulgaria,2021-04-26,700.0
48,Micronesia,2021-04-26,0.0
49,Jordan,2021-04-26,343.0
50,Mexico,2021-04-26,2863.0
51,Mauritania,2021-04-26,0.0
52,Timor-Leste,2021-04-26,0.0
53,Angola,2021-04-26,14.0
54,Uganda,2021-04-26,0.0
55,Turkey,2021-04-26,2429.0
56,Mali,2021-04-26,35.0
57,Guatemala,2021-04-26,203.0
58,North Macedonia,2021-04-26,231.0
59,Uruguay,2021-04-26,427.0
60,Luxembourg,2021-04-26,0.0
61,Kyrgyzstan,2021-04-26,28.0
62,Albania,2021-04-26,35.0
63,Nigeria,2021-04-26,0.0
64,Zambia,2021-04-26,14.0
65,Venezuela,2021-04-26,133.0
66,Iran,2021-04-26,2765.0
67,Brazil,2021-04-26,20398.0
68,Bhutan,2021-04-26,0.0
69,Saudi Arabia,2021-04-26,84.0
70,Fiji,2021-04-26,0.0
71,United Arab Emirates,2021-04-26,14.0
72,Central African Republic,2021-04-26,0.0
73,Laos,2021-04-26,0.0
74,Belize,2021-04-26,0.0
75,Estonia,2021-04-26,42.0
76,Singapore,2021-04-26,0.0
77,Bahamas,2021-04-26,0.0
78,Bolivia,2021-04-26,203.0
79,Costa Rica,2021-04-26,70.0
80,Poland,2021-04-26,3773.0
81,Chile,2021-04-26,763.0
82,India,2021-04-26,15841.0
83,Kuwait,2021-04-26,77.0
84,Guinea-Bissau,2021-04-26,0.0
85,Azerbaijan,2021-04-26,231.0
86,US,2021-04-26,5341.0
87,Latvia,2021-04-26,49.0
88,Djibouti,2021-04-26,14.0
89,Sao Tome and Principe,2021-04-26,0.0
90,Norway,2021-04-26,0.0
91,Hungary,2021-04-26,1449.0
92,West Bank and Gaza,2021-04-26,126.0
93,Yemen,2021-04-26,70.0
94,Morocco,2021-04-26,49.0
95,Belgium,2021-04-26,287.0
96,Dominica,2021-04-26,0.0
97,Bosnia and Herzegovina,2021-04-26,399.0
98,Somalia,2021-04-26,0.0
99,Nicaragua,2021-04-26,0.0
100,Rwanda,2021-04-26,0.0
101,Argentina,2021-04-26,2212.0
102,Armenia,2021-04-26,154.0
103,Cameroon,2021-04-26,0.0
104,Guinea,2021-04-26,0.0
105,Eritrea,2021-04-26,0.0
106,Moldova,2021-04-26,161.0
107,Oman,2021-04-26,112.0
108,Barbados,2021-04-26,0.0
109,Russia,2021-04-26,2730.0
110,Congo (Kinshasa),2021-04-26,0.0
111,Burundi,2021-04-26,0.0
112,France,2021-04-26,2324.0
113,Belarus,2021-04-26,70.0
114,South Sudan,2021-04-26,0.0
115,Denmark,2021-04-26,14.0
116,Uzbekistan,2021-04-26,7.0
117,Liechtenstein,2021-04-26,0.0
118,Italy,2021-04-26,2394.0
119,Montenegro,2021-04-26,42.0
120,Malta,2021-04-26,0.0
121,Ethiopia,2021-04-26,140.0
122,Canada,2021-04-26,343.0
123,Malawi,2021-04-26,0.0
124,Croatia,2021-04-26,322.0
125,Vanuatu,2021-04-26,0.0
126,Tunisia,2021-04-26,511.0
127,Greece,2021-04-26,560.0
128,Marshall Islands,2021-04-26,0.0
129,Ukraine,2021-04-26,2807.0
130,Brunei,2021-04-26,0.0
131,Sierra Leone,2021-04-26,0.0
132,Philippines,2021-04-26,763.0
133,Peru,2021-04-26,2856.0
134,Romania,2021-04-26,1078.0
135,Samoa,2021-04-26,0.0
136,Portugal,2021-04-26,14.0
137,Eswatini,2021-04-26,0.0
138,Cabo Verde,2021-04-26,14.0
139,Malaysia,2021-04-26,70.0
140,Equatorial Guinea,2021-04-26,0.0
141,Botswana,2021-04-26,0.0
142,Bangladesh,2021-04-26,665.0
143,Lesotho,2021-04-26,0.0
144,Japan,2021-04-26,371.0
145,Sweden,2021-04-26,133.0
146,Taiwan*,2021-04-26,0.0
147,Thailand,2021-04-26,49.0
148,San Marino,2021-04-26,0.0
149,Maldives,2021-04-26,0.0
150,Tanzania,2021-04-26,0.0
151,Libya,2021-04-26,77.0
152,Paraguay,2021-04-26,609.0
153,Cyprus,2021-04-26,7.0
154,Slovenia,2021-04-26,42.0
155,Antigua and Barbuda,2021-04-26,0.0
156,Mozambique,2021-04-26,7.0
157,China,2021-04-26,0.0
158,Saint Kitts and Nevis,2021-04-26,0.0
159,Benin,2021-04-26,0.0
160,Zimbabwe,2021-04-26,7.0
161,Netherlands,2021-04-26,161.0
162,El Salvador,2021-04-26,28.0
163,Georgia,2021-04-26,84.0
164,Haiti,2021-04-26,0.0
165,Australia,2021-04-26,0.0
166,Egypt,2021-04-26,322.0
167,Bahrain,2021-04-26,21.0
168,Tajikistan,2021-04-26,0.0
169,Kenya,2021-04-26,140.0
170,Burkina Faso,2021-04-26,0.0
171,South Africa,2021-04-26,385.0
172,Ireland,2021-04-26,35.0
173,Dominican Republic,2021-04-26,35.0
174,Panama,2021-04-26,21.0
175,Suriname,2021-04-26,14.0
176,Monaco,2021-04-26,0.0
177,Guyana,2021-04-26,14.0
178,Iceland,2021-04-26,0.0
179,Cuba,2021-04-26,70.0
180,Congo (Brazzaville),2021-04-26,0.0
181,Algeria,2021-04-26,63.0
182,Honduras,2021-04-26,91.0
183,Spain,2021-04-26,665.0
184,Ecuador,2021-04-26,672.0
185,Sudan,2021-04-26,14.0
186,Cambodia,2021-04-26,35.0
187,United Kingdom,2021-04-26,140.0
188,Afghanistan,2021-04-26,49.0
189,Comoros,2021-04-26,0.0
