,country,target_date,target
0,Saint Vincent and the Grenadines,2020-10-10,0.0
1,Angola,2020-10-10,876.0
2,Ghana,2020-10-10,202.0
3,Eritrea,2020-10-10,16.0
4,Maldives,2020-10-10,394.0
5,India,2020-10-10,504433.0
6,Kenya,2020-10-10,1974.0
7,Bahrain,2020-10-10,2977.0
8,Algeria,2020-10-10,945.0
9,France,2020-10-10,102925.0
10,Mozambique,2020-10-10,795.0
11,Honduras,2020-10-10,4358.0
12,"Korea, South",2020-10-10,515.0
13,Dominican Republic,2020-10-10,4088.0
14,Montenegro,2020-10-10,1707.0
15,Belgium,2020-10-10,29308.0
16,Iran,2020-10-10,28134.0
17,Ethiopia,2020-10-10,5569.0
18,Albania,2020-10-10,1114.0
19,Yemen,2020-10-10,10.0
20,Ireland,2020-10-10,4046.0
21,Morocco,2020-10-10,18613.0
22,Singapore,2020-10-10,66.0
23,Kazakhstan,2020-10-10,580.0
24,Finland,2020-10-10,1458.0
25,Liberia,2020-10-10,16.0
26,Greece,2020-10-10,2465.0
27,Cabo Verde,2020-10-10,617.0
28,United Kingdom,2020-10-10,110911.0
29,Australia,2020-10-10,128.0
30,New Zealand,2020-10-10,17.0
31,Jordan,2020-10-10,9249.0
32,Malawi,2020-10-10,38.0
33,Peru,2020-10-10,24524.0
34,Saint Kitts and Nevis,2020-10-10,0.0
35,Armenia,2020-10-10,3811.0
36,Turkey,2020-10-10,11017.0
37,Andorra,2020-10-10,586.0
38,Holy See,2020-10-10,0.0
39,El Salvador,2020-10-10,593.0
40,Bahamas,2020-10-10,691.0
41,Colombia,2020-10-10,54600.0
42,Croatia,2020-10-10,2531.0
43,Chile,2020-10-10,11124.0
44,Iraq,2020-10-10,24193.0
45,Sierra Leone,2020-10-10,41.0
46,Uzbekistan,2020-10-10,2538.0
47,Switzerland,2020-10-10,5984.0
48,Qatar,2020-10-10,1439.0
49,Ukraine,2020-10-10,34944.0
50,Canada,2020-10-10,16407.0
51,Cote d'Ivoire,2020-10-10,279.0
52,Dominica,2020-10-10,1.0
53,Belarus,2020-10-10,2619.0
54,Bangladesh,2020-10-10,9508.0
55,Georgia,2020-10-10,3707.0
