,country,target_date,target
0,US,2021-09-30,783890.0
1,Antigua and Barbuda,2021-09-30,416.0
2,Guatemala,2021-09-30,18291.0
3,Summer Olympics 2020,2021-09-30,0.0
4,"Korea, South",2021-09-30,18641.0
5,Djibouti,2021-09-30,558.0
6,Dominica,2021-09-30,284.0
7,Venezuela,2021-09-30,10506.0
8,Latvia,2021-09-30,5598.0
9,Sierra Leone,2021-09-30,1.0
10,Israel,2021-09-30,27867.0
11,Georgia,2021-09-30,10947.0
12,Mozambique,2021-09-30,353.0
13,Singapore,2021-09-30,13661.0
14,Saint Vincent and the Grenadines,2021-09-30,437.0
15,Zambia,2021-09-30,331.0
16,Kyrgyzstan,2021-09-30,496.0
17,Brazil,2021-09-30,118895.0
18,Samoa,2021-09-30,0.0
19,Timor-Leste,2021-09-30,234.0
20,South Sudan,2021-09-30,111.0
21,Honduras,2021-09-30,4467.0
22,Gambia,2021-09-30,33.0
23,Iraq,2021-09-30,15951.0
24,Saint Kitts and Nevis,2021-09-30,156.0
25,Cyprus,2021-09-30,807.0
26,Italy,2021-09-30,22449.0
27,Kazakhstan,2021-09-30,15360.0
28,Bosnia and Herzegovina,2021-09-30,4563.0
29,Madagascar,2021-09-30,0.0
30,Monaco,2021-09-30,14.0
31,Kenya,2021-09-30,1759.0
32,Namibia,2021-09-30,518.0
33,Micronesia,2021-09-30,0.0
34,Paraguay,2021-09-30,216.0
35,Tunisia,2021-09-30,4131.0
36,Colombia,2021-09-30,10466.0
37,Sao Tome and Principe,2021-09-30,242.0
38,Malawi,2021-09-30,127.0
39,Sudan,2021-09-30,206.0
40,Bahamas,2021-09-30,696.0
41,Nepal,2021-09-30,6292.0
42,Bolivia,2021-09-30,2114.0
43,Cambodia,2021-09-30,6032.0
44,Slovakia,2021-09-30,6576.0
45,Ecuador,2021-09-30,2218.0
46,Saint Lucia,2021-09-30,607.0
47,Thailand,2021-09-30,78862.0
48,Vietnam,2021-09-30,62320.0
49,Guyana,2021-09-30,1383.0
50,Palau,2021-09-30,0.0
51,Croatia,2021-09-30,8320.0
52,Seychelles,2021-09-30,293.0
53,Togo,2021-09-30,443.0
54,Guinea-Bissau,2021-09-30,13.0
55,Australia,2021-09-30,13239.0
56,Suriname,2021-09-30,2491.0
57,Kuwait,2021-09-30,297.0
58,Tanzania,2021-09-30,0.0
59,El Salvador,2021-09-30,2324.0
60,Mongolia,2021-09-30,16767.0
61,Tajikistan,2021-09-30,0.0
62,Denmark,2021-09-30,2979.0
63,Jamaica,2021-09-30,2343.0
64,Kiribati,2021-09-30,0.0
65,Papua New Guinea,2021-09-30,1039.0
66,Niger,2021-09-30,37.0
